fuel_type_cleaned,make_id,transmission_cleaned,number_of_speed,model_cleaned,model,id_model,code_model,version,engine,id_version,msrp_incl_tax,brand,country,date_extraction,trim,cluster_label,unique_engines,msrp_max,msrp_min,date_min,date_max,umap_dim1,umap_dim2,hp,kilowatts,wheel_drive,liter,seats,closest_cluster,similarity_score,llm_match,explanation,mean_price_per_cluster,price_similarity_score,is_match,closest_version,similarity_score_version,unified_id,num_versions,closest_id_version,closest_version_name,similarity_score_percent,num_versions_calculate_similarity_score_percentages,llm_match_version,explanation_version,num_versions_matching_validation_version,expert_validation,stage,msrp_incl_tax_min_match,msrp_incl_tax_max_match,msrp_incl_tax_min_match,msrp_incl_tax_max_match,num_versions_matching_df_final,num_versions_cluster_label_df,num_versions_number_of_clusters_f
hev_gasoline,jfw5d5g1gev1bb,auto,0,tucson,nuova tucson hybrid,a14c5e9a2f354cd0167d1de1a32de8cc69658803a8a7fe933057e7142a3ce0a2,italy|hyundai|nuova-tucson-hybrid,tucson hybrid n line 1.6 hev 215cv 4wd hybrid automatico 5 seats,1.6 hev 215cv 4wd hybrid automatica 5 seats,901c9f0bd2eb5cde9d1c8d274005dffd3a4a446bd15e3480f9acbb5c9e7a700c,40750.0,hyundai,italy,2022-06-09 00:00:00+00:00,n line,190,"['1.6 hev 215cv 4wd hybrid automatica 5 seats', '1.6 hev 230cv at 4wd', '1.6 hev 230cv at 4wd hybrid automatica']",44550.0,40750.0,2022-06-09 00:00:00+00:00,2024-11-28 00:00:00+00:00,12.052799,-7.339004,215.0,,4,1.6,5.0,192,0.047176604438364945,No,"The versions are not the same. Although both are Hyundai Tucson Hybrid N Line models, the key difference lies in the drivetrain. The first set of versions are 4-wheel drive (4WD), while the second version is 2-wheel drive (2WD). This difference significantly impacts performance and handling, making them distinct versions.",42116.02564102564,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,901c9f0bd2eb5cde9d1c8d274005dffd3a4a446bd15e3480f9acbb5c9e7a700c,1,,,-100.0,1,,,1,reviewed, llm disapproval,40750.0,44550.0,40750.0,44550.0,1,1,1
hev_gasoline,jfw5d5g1fev1bb,auto,0,tucson,nuova tucson hybrid,a14c5e9a2f354cd0167d1de1a32de8cc69658803a8a7fe933057e7142a3ce0a2,italy|hyundai|nuova-tucson-hybrid,tucson hybrid n line 1.6 hev 215cv at 2wd hybrid automatico 5 seats,1.6 hev 215cv at 2wd hybrid automatica 5 seats,9134ed881583d8694572b3375e92ea2e580e9865bb2e1ed93221e6c4589f6c3d,38750.0,hyundai,italy,2022-06-09 00:00:00+00:00,n line,192,"['1.6 hev 215cv at 2wd hybrid automatica 5 seats', '1.6 hev 230cv at 2wd', '1.6 hev 230cv at 2wd hybrid automatica']",41800.0,38750.0,2022-06-09 00:00:00+00:00,2024-11-28 00:00:00+00:00,-2.960097,-8.595375,215.0,,2,1.6,5.0,190,0.12064383290566731,No,"The primary difference between these sets of versions lies in the drivetrain. The first set is 2-wheel drive (2WD), while the second set is 4-wheel drive (4WD). This fundamental distinction affects handling and performance, making them different versions despite sharing other characteristics like fuel type, transmission, model, engine, and trim.",39900.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,9134ed881583d8694572b3375e92ea2e580e9865bb2e1ed93221e6c4589f6c3d,1,,,-100.0,1,,,1,reviewed, llm disapproval,38750.0,41800.0,38750.0,41800.0,1,1,1
ev,2dw5zgz7zgg00b,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,nuova kona electricxline64kwh,64kwh,9229c8cc3d9a575977d395232f45aa0020a47002cf3eb349427670d995fd42f4,45300.0,hyundai,italy,2022-06-28 00:00:00+00:00,xline,193,['64kwh'],45300.0,45300.0,2022-06-28 00:00:00+00:00,2022-09-01 00:00:00+00:00,-2.8265984,-13.376096,,64.0,,,,12,0.3279974367724103,No,"While both sets of cars are Hyundai Kona Electric Xline trims, the first set has a 64 kWh battery, while the second set has a 48.4 kWh battery. This significant difference in battery capacity affects range and potentially performance, making them distinct versions.",45300.0,1.0,NOT SURE,217,0.6474224890802842,9229c8cc3d9a575977d395232f45aa0020a47002cf3eb349427670d995fd42f4_a228599923d61eb6c4736ef4e10218121deeb31695e046030978cad33cc285c6,2,a228599923d61eb6c4736ef4e10218121deeb31695e046030978cad33cc285c6,kona electric xline 64kwh electric automatico,64.74224890802842,2,No,"The versions are for the same Hyundai Kona Electric Xline trim, but they have different battery capacities (39kWh vs. 64kWh), which significantly impacts range and performance.  Although some details like transmission and trim match, the engine/battery difference makes them distinct versions.",2,reviewed, llm disapproval,45300.0,45300.0,45300.0,45300.0,2,2,2
ev,2dw5zgz7zgg555,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,kona electric xline 64kwh electric automatico,64kwh,a228599923d61eb6c4736ef4e10218121deeb31695e046030978cad33cc285c6,45300.0,hyundai,italy,2022-06-09 00:00:00+00:00,xline,217,['64kwh'],45300.0,45300.0,2022-06-09 00:00:00+00:00,2023-07-27 00:00:00+00:00,2.9693828,0.63379616,,64.0,,,,108,0.221107756626663,No,"The versions are for the same Hyundai Kona Electric Xline trim, but they have different battery capacities (39kWh vs. 64kWh), which significantly impacts range and performance.  Although some details like transmission and trim match, the engine/battery difference makes them distinct versions.",45300.0,1.0,NOT SURE,193,0.5955706372284323,9229c8cc3d9a575977d395232f45aa0020a47002cf3eb349427670d995fd42f4_a228599923d61eb6c4736ef4e10218121deeb31695e046030978cad33cc285c6,2,9229c8cc3d9a575977d395232f45aa0020a47002cf3eb349427670d995fd42f4,nuova kona electricxline64kwh,59.55706372284323,2,No,"The versions are for the same Hyundai Kona Electric Xline trim, but they have different battery capacities (39kWh vs. 64kWh), which significantly impacts range and performance.  Although some details like transmission and trim match, the engine/battery difference makes them distinct versions.",2,reviewed, llm disapproval,45300.0,45300.0,45300.0,45300.0,2,2,2
ice_gasoline,gqs6k261lhh584,auto,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10prime + deluxe1.0 mpi 5 amt 2wd,1.0 mpi 5 amt 2wd,928623d15db3d2dbd737046f8553493dcf63111012de49f189a408b30042d5f9,20800.0,hyundai,italy,2022-08-04 00:00:00+00:00,prime + deluxe,194,['1.0 mpi 5 amt 2wd'],20800.0,20800.0,2022-08-04 00:00:00+00:00,2022-09-22 00:00:00+00:00,4.9077864,0.7654059,,,2,1.0,,NO,No valid cluster found (trim mismatch; model mismatch),,,20800.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,928623d15db3d2dbd737046f8553493dcf63111012de49f189a408b30042d5f9,1,,,-100.0,1,,,1,reviewed,,20800.0,20800.0,20800.0,20800.0,1,1,1
ice_gasoline,j9w5k5g17gg2mf,manual,0,kona,nuova kona,c976e46c402d6708f2aff4c95afcfa1a09e43fac3f4fe811757682bd49f945e4,italy|hyundai|nuova-kona,nuova konan line+1.0 t-gdi 120cv mt,1.0 t-gdi 120cv mt,9352a1881402e1eb70fbb72e293fe0a4e778dda230dd8f41ac8266bf463bb875,24800.0,hyundai,italy,2022-06-09 00:00:00+00:00,n line+,195,['1.0 t-gdi 120cv mt'],24800.0,24800.0,2022-06-09 00:00:00+00:00,2022-11-02 00:00:00+00:00,-6.1888413,-0.039077133,120.0,,,1.0,,306,0.09821014321475227,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are nearly identical, with one being ""nuova konan line+1.0 t-gdi 120cv mt"" and the other ""konan line+1.0 t-gdi 120cv mt"", suggesting a very minor naming variation (presence of ""nuova"").  The key differentiating factor is the presence of MSRP and other numerical data like hp and liter in the first set of versions, which are missing in the second set. Given the strong match on the core attributes, and the missing data in the second set not contradicting the first, these versions are considered a good match.",24800.0,1.0,TRUE,306,0.6500825775779304,9352a1881402e1eb70fbb72e293fe0a4e778dda230dd8f41ac8266bf463bb875_df8c3fe15827885d03eda284fca4b23dd6de4d30310a582c268e4fd5f02c7f0e,3,df8c3fe15827885d03eda284fca4b23dd6de4d30310a582c268e4fd5f02c7f0e,nuova konan line+1.0 t-gdi 120cv mt,65.00825775779305,3,Yes,"The versions are nearly identical, with the only difference being the presence of ""nuova"" in one of the versions. All other attributes, including fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim, are identical. This minor naming variation does not affect the functionality or specifications of the vehicle, so the versions are considered a good match.",3,reviewed, llm approval,24800.0,25900.0,24800.0,25900.0,3,3,3
ice_gasoline,j9w5k5g17gg2mb,manual,0,kona,nuova kona,c976e46c402d6708f2aff4c95afcfa1a09e43fac3f4fe811757682bd49f945e4,italy|hyundai|nuova-kona,nuova konan line+1.0 t-gdi 120cv mt,1.0 t-gdi 120cv mt,df8c3fe15827885d03eda284fca4b23dd6de4d30310a582c268e4fd5f02c7f0e,24800.0,hyundai,italy,2022-07-14 00:00:00+00:00,n line+,306,['1.0 t-gdi 120cv mt'],24800.0,24800.0,2022-07-14 00:00:00+00:00,2022-08-25 00:00:00+00:00,0.024795704,11.135821,120.0,,,1.0,,195,0.0732315010355014,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are nearly identical, with one being ""nuova konan line+1.0 t-gdi 120cv mt"" and the other ""konan line+1.0 t-gdi 120cv mt"", suggesting a very minor naming variation (presence of ""nuova""). The second set of data lacks MSRP, horsepower, and liter values, but this absence doesn't contradict the information present in the first set.  The core attributes for comparison are a strong match.",24800.0,1.0,TRUE,195,0.6482307257260785,9352a1881402e1eb70fbb72e293fe0a4e778dda230dd8f41ac8266bf463bb875_df8c3fe15827885d03eda284fca4b23dd6de4d30310a582c268e4fd5f02c7f0e,3,9352a1881402e1eb70fbb72e293fe0a4e778dda230dd8f41ac8266bf463bb875,nuova konan line+1.0 t-gdi 120cv mt,64.82307257260786,3,Yes,"The versions are nearly identical, with the only difference being the presence of ""nuova"" in one of the versions. All other attributes, including fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim, are identical. This minor naming variation does not affect the functionality or specifications of the vehicle, so the versions are considered a good match.",3,reviewed, llm approval,24800.0,25900.0,24800.0,25900.0,3,3,3
ice_gasoline,j9w5k5g17gg2mh,manual,0,kona,kona,aa7b398ea8219fd0b5aa9d1ef60f0ae0d8411c931f1d98a6512daa12a796490e,italy|hyundai|kona,konan line+1.0 t-gdi 120cv mt,1.0 t-gdi 120cv mt,e2787957c5c9bb67afffc8c23633f46fc38d29c8b8fee1b7cf48bdc8506e50a2,25900.0,hyundai,italy,2022-11-09 00:00:00+00:00,n line+,312,['1.0 t-gdi 120cv mt'],25900.0,25900.0,2022-11-09 00:00:00+00:00,2022-11-23 00:00:00+00:00,-6.4725013,-12.33501,120.0,,,1.0,,195,0.07470375534934967,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are nearly identical, with the only difference being the presence of ""nuova"" in one, suggesting a minor naming variation (likely indicating a newer model year).  Although the second version lacks MSRP, horsepower, and liter information, the core defining features match the first version.  The missing data in the second version doesn't contradict the first, and the strong similarity in key attributes makes this a good match.",25900.0,0.9575289575289575,TRUE,195,0.6111373626173884,9352a1881402e1eb70fbb72e293fe0a4e778dda230dd8f41ac8266bf463bb875_df8c3fe15827885d03eda284fca4b23dd6de4d30310a582c268e4fd5f02c7f0e,3,9352a1881402e1eb70fbb72e293fe0a4e778dda230dd8f41ac8266bf463bb875,nuova konan line+1.0 t-gdi 120cv mt,61.113736261738836,3,Yes,"The versions are nearly identical, with the only difference being the presence of ""nuova"" in one of the versions. All other attributes, including fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim, are identical. This minor naming variation does not affect the functionality or specifications of the vehicle, so the versions are considered a good match.",3,reviewed, llm approval,24800.0,25900.0,24800.0,25900.0,3,3,3
mhev_gasoline,sww5k5g17mm802,manual,0,bayon,nuova bayon,4f75aada913371f499c2d355fdaf64e1f9c478c4d41a13fa27e9a1f302321331,italy|hyundai|nuova-bayon,nuova bayon xclass fl 1.0 t-gdi 100cv 48v hybrid (benzina) manuale 2wd 5 seats,1.0 t-gdi 100cv 48v hybrid 48v (benzina) manuale 2wd 5 seats,94820fc900d0b9576b255545208a7f1ed29e9731e115c0b61ca6fb8f9e0d4614,27100.0,hyundai,italy,2024-06-07 00:00:00+00:00,xclass fl,197,"['1.0 t-gdi 100cv 48v hybrid 48v (benzina) manuale 2wd', '1.0 t-gdi 100cv 48v hybrid 48v (benzina) manuale 2wd 5 seats']",27100.0,27100.0,2024-06-07 00:00:00+00:00,2024-07-18 00:00:00+00:00,15.581435,15.960365,100.0,,2,1.0,5.0,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,27100.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,94820fc900d0b9576b255545208a7f1ed29e9731e115c0b61ca6fb8f9e0d4614,1,,,-100.0,1,,,1,reviewed,,27100.0,27100.0,27100.0,27100.0,1,1,1
hev_gasoline,hkw7d5g1fev1dd,auto,0,santa fe,nuova santa fe hybrid,8405c1a7d348f45fe5e562a2ea4fa5ddc31bbb33248ca5ca618931711e549bc2,italy|hyundai|nuova-santa-fe-hybrid,nuova santa fe full hybrid business 1.6 hev 2wd hybrid automatico 5 seats,1.6 hev 2wd hybrid automatica 5 seats,9518fb1d3ca7734a32487bdbe7c49f4bf532c27f71ba12399eb84c297fad9566,50800.0,hyundai,italy,2024-06-13 00:00:00+00:00,business,199,"['1.6 hev 2wd hybrid automatica', '1.6 hev 2wd hybrid automatica 5 seats', '1.6 hev 2wd hybrid automatica 7 seats']",50800.0,50800.0,2024-06-13 00:00:00+00:00,2024-11-28 00:00:00+00:00,-5.7615895,7.0694127,,,2,1.6,5.0,258,0.0622900798587645,No,"The versions are not the same. While many features like fuel type, transmission, model, and trim match, a key difference lies in the drivetrain. The first set of versions are 2-wheel drive (2WD), while the second version is 4-wheel drive (4WD). This difference significantly impacts performance and handling, making them distinct versions.",50800.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,9518fb1d3ca7734a32487bdbe7c49f4bf532c27f71ba12399eb84c297fad9566,1,,,-100.0,1,,,1,reviewed, llm disapproval,50800.0,50800.0,50800.0,50800.0,1,1,1
phev_gasoline,jfw5d5g1gev2rr,auto,0,tucson,tucson plug-in,9cddd25a7af9af2f77c17bfea71e0f85acf2b018f694fadc09f95cf1d382ac3a,italy|hyundai|tucson-plug-in,tucson plug-in n line+ 1.6 phev 265cv at 4wd plug-in hybrid automatico,1.6 phev 265cv at 4wd plug-in hybrid automatica,9788110adcd5d8b168610835b97e63ce689ed28f5e48b4459a001fce1a16a1c1,50600.0,hyundai,italy,2023-12-21 00:00:00+00:00,n line+,203,['1.6 phev 265cv at 4wd plug-in hybrid automatica'],50600.0,50600.0,2023-12-21 00:00:00+00:00,2024-04-26 00:00:00+00:00,-0.05420888,-10.375514,265.0,,4,1.6,,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,50600.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,9788110adcd5d8b168610835b97e63ce689ed28f5e48b4459a001fce1a16a1c1,1,,,-100.0,1,,,1,reviewed,,50600.0,50600.0,50600.0,50600.0,1,1,1
ice_gasoline,sww5k7615ff0tg,manual,0,bayon,nuova bayon,4f75aada913371f499c2d355fdaf64e1f9c478c4d41a13fa27e9a1f302321331,italy|hyundai|nuova-bayon,nuova bayon xline fl 1.2 mpi 79cv benzina manuale 2wd 5 seats,1.2 mpi 79cv benzina manuale 2wd 5 seats,98b4301a77b20474bc46eb0de110519466f2aeee891d576071d434f1e6264ab3,22800.0,hyundai,italy,2024-06-07 00:00:00+00:00,xline fl,205,"['1.2 mpi 79cv benzina manuale 2wd', '1.2 mpi 79cv benzina manuale 2wd 5 seats']",22800.0,22800.0,2024-06-07 00:00:00+00:00,2024-07-18 00:00:00+00:00,-14.095781,-2.5004933,79.0,,2,1.2,5.0,169,0.052556872425323475,No,"The versions have different engines (1.2 MPI 79cv vs 1.0 T-GDI 100cv) despite sharing the same model, trim, fuel type, and transmission.  This engine difference is significant enough to warrant classifying them as different versions.",22800.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,98b4301a77b20474bc46eb0de110519466f2aeee891d576071d434f1e6264ab3,1,,,-100.0,1,,,1,reviewed, llm disapproval,22800.0,22800.0,22800.0,22800.0,1,1,1
ice_gasoline,gqs6k5615hh656,manual,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10 prime 1.0 mpi mt benzina manuale 2wd,1.0 mpi mt benzina manuale 2wd,9bb2d11f35270a54b18f0584d33ac3427fc1417b325dd74db08889b305869bcb,19050.0,hyundai,italy,2023-05-25 00:00:00+00:00,prime,206,"['1.0 mpi mt', '1.0 mpi mt benzina manuale 2wd']",19050.0,19050.0,2023-05-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,8.590384,9.744932,,,2,1.0,,222,0.07075862012318798,Yes,"Both versions are Hyundai i10 Prime models with a 1.0 MPI engine, manual transmission, and 2WD.  Minor differences in the version name and engine description (inclusion of ""benzina manuale"" and ""5 mt"") are likely variations in how the trim is described but don't represent substantial differences.  The missing MSRP and other data in the second version prevent a full comparison, but the key matching attributes suggest a strong likelihood of being the same version.",19050.0,0.9322834645669291,TRUE,222,0.7054329976679881,9bb2d11f35270a54b18f0584d33ac3427fc1417b325dd74db08889b305869bcb_a40e809604e2ebfd4ff6facd9927913abca6f8d471827e3eb30799d4547cf278,3,a40e809604e2ebfd4ff6facd9927913abca6f8d471827e3eb30799d4547cf278,nuova i10prime1.0 mpi 5 mt 2wd,70.54329976679881,3,Yes,"Both versions are Hyundai i10 Prime models with a 1.0 MPI engine, manual transmission, and 2WD.  Minor differences in the version name and engine description (inclusion of ""benzina manuale"" and ""5 mt"") are likely variations in how the trim is described but don't represent substantial differences.  The missing MSRP and other data in the second version prevent a full comparison, but the key matching attributes suggest a strong likelihood of being the same version.",3,reviewed, llm approval,17600.0,19150.0,17600.0,19150.0,3,3,3
ice_gasoline,gqs6k2615gg0q5,manual,0,i10,nuova i10,e93bbdd96322eff74f992d45ca74c5654f7581ef6e4d9280683800dd771d6431,italy|hyundai|nuova-i10,nuova i10prime1.0 mpi 5 mt 2wd,1.0 mpi 5 mt 2wd,a40e809604e2ebfd4ff6facd9927913abca6f8d471827e3eb30799d4547cf278,17600.0,hyundai,italy,2022-06-09 00:00:00+00:00,prime,222,['1.0 mpi 5 mt 2wd'],17800.0,17600.0,2022-06-09 00:00:00+00:00,2022-11-02 00:00:00+00:00,11.797746,13.860515,,,2,1.0,,206,0.160782094235581,Yes,"Both versions represent the Hyundai i10 Prime with a 1.0 MPI engine, manual transmission, and 2WD.  The slight variations in the version and engine names (""nuova i10"" vs ""i10"", inclusion of ""5 mt"" and ""benzina manuale"") are likely just stylistic differences in descriptions and don't indicate different versions. The core attributes match strongly.",17760.0,0.9273648648648649,TRUE,206,0.6055633396241175,9bb2d11f35270a54b18f0584d33ac3427fc1417b325dd74db08889b305869bcb_a40e809604e2ebfd4ff6facd9927913abca6f8d471827e3eb30799d4547cf278,3,9bb2d11f35270a54b18f0584d33ac3427fc1417b325dd74db08889b305869bcb,i10 prime 1.0 mpi mt benzina manuale 2wd,60.55633396241175,3,Yes,"Both versions are Hyundai i10 Prime models with a 1.0 MPI engine, manual transmission, and 2WD.  Minor differences in the version name and engine description (inclusion of ""benzina manuale"" and ""5 mt"") are likely variations in how the trim is described but don't represent substantial differences.  The missing MSRP and other data in the second version prevent a full comparison, but the key matching attributes suggest a strong likelihood of being the same version.",3,reviewed, llm approval,17600.0,19150.0,17600.0,19150.0,3,3,3
ice_gasoline,gqs6k5615hh773,manual,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10 prime 1.0 mpi mt 63cv benzina manuale 2wd 4 seats,1.0 mpi mt 63cv benzina manuale 2wd 4 seats,ee521772e532114ac38928365c3769999c95cc0e3566ccc26f50be0fc911c983,19150.0,hyundai,italy,2024-08-02 00:00:00+00:00,prime,331,"['1.0 mpi mt 63cv benzina manuale', '1.0 mpi mt 63cv benzina manuale 2wd 4 seats', '1.0 mpi mt 63cv benzina manuale 2wd 5 seats']",19150.0,19150.0,2024-08-02 00:00:00+00:00,2024-11-28 00:00:00+00:00,4.663396,-20.21934,63.0,,2,1.0,4.0,222,0.03220150807203216,Yes,"Both versions are highly likely to be the same. They share the same key attributes: 'model_cleaned' (i10), 'trim' (Prime), 'fuel_type_cleaned' (ice_gasoline), 'transmission_cleaned' (manual), and 'wheel_drive' (2). The engine is also the same (1.0 MPI), with minor variations in the description likely due to stylistic choices or regional differences.  The missing horsepower in the second version prevents a precise comparison, but the other matching attributes strongly suggest these are the same car.",19150.0,0.9274151436031332,TRUE,222,0.5868328836490607,9bb2d11f35270a54b18f0584d33ac3427fc1417b325dd74db08889b305869bcb_a40e809604e2ebfd4ff6facd9927913abca6f8d471827e3eb30799d4547cf278,3,a40e809604e2ebfd4ff6facd9927913abca6f8d471827e3eb30799d4547cf278,nuova i10prime1.0 mpi 5 mt 2wd,58.68328836490607,3,Yes,"Both versions are highly likely to be the same. They share the same key attributes: 'model_cleaned' (i10), 'trim' (Prime), 'fuel_type_cleaned' (ice_gasoline), 'transmission_cleaned' (manual), and 'wheel_drive' (2). The engine is also the same (1.0 MPI), with minor variations in the description likely due to stylistic choices or regional differences.  The missing horsepower in the second version prevents a precise comparison, but the other matching attributes strongly suggest these are the same car.",3,reviewed, llm approval,17600.0,19150.0,17600.0,19150.0,3,3,3
mhev_gasoline,gtw5d5g17gg1v3,manual,0,tucson,tucson,47973c90a328daa7c4de47a07c76525c1bc9e13f7549893b074be8570d215144,italy|hyundai|tucson,nuova tucson business fl 1.6 t-gdi 160cv 48v mt hybrid (benzina) manuale 2wd 5 seats,1.6 t-gdi 160cv 48v mt hybrid 48v (benzina) manuale 2wd 5 seats,9c7b95aa9f620cd297a6d6a1dafd6ff656589cc4a855f1882511b90f2680e4fe,35350.0,hyundai,italy,2024-05-07 00:00:00+00:00,business fl,208,"['1.6 t-gdi 160cv 48v mt hybrid 48v (benzina) manuale 2wd', '1.6 t-gdi 160cv 48v mt hybrid 48v (benzina) manuale 2wd 5 seats']",35350.0,35350.0,2024-05-07 00:00:00+00:00,2024-07-18 00:00:00+00:00,-2.478402,-12.849089,160.0,,2,1.6,5.0,NO,No valid cluster found (trim mismatch; model mismatch; fuel mismatch),,,35350.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,9c7b95aa9f620cd297a6d6a1dafd6ff656589cc4a855f1882511b90f2680e4fe,1,,,-100.0,1,,,1,reviewed,,35350.0,35350.0,35350.0,35350.0,1,1,1
hev_gasoline,hkw5d5g1fev1hh,auto,0,santa fe,santa fe hybrid,66a5fb8f1f8e568b29bbf22b30bb1585762e9fd5020a6a8c7c452cbc0ee445bc,italy|hyundai|santa-fe-hybrid,nuova santa fe full hybrid xclass 1.6 hev 2wd hybrid automatico 5 seats,1.6 hev 2wd hybrid automatica 5 seats,9d6b9ea585ee048d161a7e69b13aab65fd1837763a0f147b5fa800840628e34c,54350.0,hyundai,italy,2024-05-24 00:00:00+00:00,xclass,209,"['1.6 hev 2wd hybrid automatica', '1.6 hev 2wd hybrid automatica 5 seats']",54350.0,54350.0,2024-05-24 00:00:00+00:00,2024-11-28 00:00:00+00:00,-14.7334795,-7.4675984,,,2,1.6,5.0,286,0.06553603123751015,No,"While both versions are Hyundai Santa Fe Hybrid XClass with automatic transmissions, they differ in their drivetrain (2WD vs 4WD) and engine specifications.  The first set of cars has a 1.6L HEV engine with an unspecified horsepower, while the second set has a 1.6L HEV engine with 230hp.  This difference in drivetrain and potential horsepower discrepancy makes them distinct versions.",54350.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,9d6b9ea585ee048d161a7e69b13aab65fd1837763a0f147b5fa800840628e34c,1,,,-100.0,1,,,1,reviewed, llm disapproval,54350.0,54350.0,54350.0,54350.0,1,1,1
ev,giw5zhz7zdd0dj,auto,0,ioniq 5,ioniq 5,c2671ff4c0077dbc069714697f6ee19502be448cd4f010131a581fa1743003e6,italy|hyundai|ioniq-5,nuova ioniq 5 exclusive 63 kwh rwd electric automatico 2wd 5 seats,63 kwh rwd electric automatica 2wd 5 seats,9fca5b423c2d5cd3c069d31950e264cc914fcf02bda32685896cb68cb019bbf7,43700.0,hyundai,italy,2024-06-27 00:00:00+00:00,exclusive,210,"['63 kwh rwd electric automatica', '63 kwh rwd electric automatica 2wd 5 seats']",43700.0,43700.0,2024-06-27 00:00:00+00:00,2024-11-28 00:00:00+00:00,-4.2056327,3.4511285,,63.0,2,,5.0,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,43700.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,9fca5b423c2d5cd3c069d31950e264cc914fcf02bda32685896cb68cb019bbf7,1,,,-100.0,1,,,1,reviewed,,43700.0,43700.0,43700.0,43700.0,1,1,1
mhev_gasoline,g4s6k8g17gg4de,manual,0,i30,nuova i30,13aa166be1a99e39ae022defb301dc05bb7c9f64d8eaa81b95a0fde344411cb9,italy|hyundai|nuova-i30,i30 n line 1.5 t-gdi 159cv 48v hybrid (benzina) manuale,1.5 t-gdi 159cv 48v,a04d18e00e55d28de26058be8470753219284b3f81739c9c8145dce282cd3fd5,29600.0,hyundai,italy,2022-06-09 00:00:00+00:00,n line,211,['1.5 t-gdi 159cv 48v'],30050.0,29600.0,2022-06-09 00:00:00+00:00,2022-12-02 00:00:00+00:00,-5.2576704,-2.1735435,159.0,,,1.5,,207,0.0640298819970588,No,"While both sets of cars are Hyundai i30 N Line models with manual transmissions and similar trims, they have different engines. The first set has a 1.5 T-GDI 159cv 48v engine, while the second set has a 1.0 T-GDI 120cv 48v engine. This difference in engine size and horsepower is significant and makes them distinct versions.",29683.333333333332,0.9034250421111735,NOT SURE,246,0.5957332749219453,a04d18e00e55d28de26058be8470753219284b3f81739c9c8145dce282cd3fd5_b452331ac97c2f131f753d6f49a621c652b381b9f57329046f96a1d9bed3a4a2,2,b452331ac97c2f131f753d6f49a621c652b381b9f57329046f96a1d9bed3a4a2,i30 n line 1.5 t-gdi 159cv 48v hybrid (benzina) manuale 2wd 5 seats,59.57332749219453,2,No,"While both versions are Hyundai i30 N Line models with manual transmissions and similar trims, the engines are significantly different. One is a 1.5L T-GDI with 159hp and 48v mild hybrid system, while the other is a 1.0L T-GDI with 120hp and 48v mild hybrid system. This difference in engine size and horsepower outweighs the similarities in other features.",2,reviewed, llm disapproval,29600.0,32550.0,29600.0,32550.0,2,2,2
